NO;JENIS;IMPORTER;BRAND;MODEL;CC;TRANS;FUEL;TANK;GVW;GEAR RATIO;WHEEL & TYRE SIZE;PS/HP;WHEEL BASE;DIMENSION;SEATER;DRIVE SYS;DRIVE SYS2;SPEED;DOOR;WHEELS;CBU/CKD/COMP;ORIGIN COUNTRY;JANUARY;FEBRUARY;MARCH;APRIL;MAY;JUNE
216;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Carens;1353;AT;G;80;2960;3195;235/60 R18;270/6400;3090;5155 x 2000 x 1785;11;4X2;FF;8;5;4;CBU;India;-;-;-;1;-;-
217;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Carens;1497;AT;G;80;2960;3195;235/60 R18;202/3800;3090;5155 x 2000 x 1785;11;4X2;FF;8;5;4;CBU;India;-;2;-;-;-;-
218;CBU IMPORT;PT. KERETA INDO ARTA;KIA;EV6;0;AT;BEV;77,4;2425;-;255/45 R20;239.3/4800;2900;4695 x 1890 x 1550;5;4X4;4WD;-;5;4;CBU;Korea;1;2;-;-;-;-
219;CBU IMPORT;PT. KERETA INDO ARTA;KIA;EV9;0;AT;BEV;77,4;2425;-;255/45 R20;239.3/4800;2900;4695 x 1890 x 1550;5;4X4;4WD;-;5;4;CBU;Korea;1;2;-;-;-;-
220;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 1623 C;6373;MT;D;260;16000;6.700 - 0.730;10.00 - 20, Tube-type;231;3600;6230 x 2490 x 2955;2;4X2;FR;90;2;4;CBU;India;-;-;-;-;-;-
221;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Actros 4058 S;15569;AT;D;510;40000;11.722 - 0.687;325/95 R 24;578;3850;7713 x 2500 x 3824;2;6X4;FR;80;2;6;CBU;Germany;-;-;-;1;-;-
222;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Arocs 2551 A;12809;AT;D;290;25000;11.639 - 0.775;14.00 R 20;510;4500;8150 x 2500 x 3927;2;4X4;FA;90;2;4;CBU;Germany;-;1;-;-;2;-
223;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2523 R  4500 [E4];6373;MT;D;355;26500;6.700 - 0.730;11.00 - 20, Tube-type;238;4500;9867 x 2490 x 3100;2;6X2;FR;90;2;6;CBU;India;-;5;5;-;-;-
224;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2523 R  57;6373;MT;D;380;25000;6.700 - 0.730;10.00 R 20, Tube-type;231;5700;12000 x 2490 x 2935;2;6X2;FR;90;2;6;CBU;India;-;-;-;-;-;-
225;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2523 R  5700 (Bogie);6373;MT;D;380;25000;6.700 - 0.730;10.00 R 20, Tube-type;231;5700;12000 x 2490 x 2935;2;6X2;FR;90;2;6;CBU;India;-;-;-;-;-;-
226;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2523 R  5700 [E4];6373;MT;D;355;26500;6.700 - 0.730;11.00 - 20, Tube-type;238;5700;12000 x 2490 x 3100;2;6X2;FR;90;2;6;CBU;India;-;-;6;-;-;-
227;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2526 R  5700 [E4];6373;MT;D;355;26500;7.532 - 0.751;11.00 - 20, Tube-type;256;5700;12000 x 2490 x 3100;2;6X2;FR;90;2;6;CBU;India;-;-;-;-;-;-
228;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2526 R  4500 M-CAB (6X2)MT;6373;MT;D;355;26500;7.532 - 0.751;11.00 - 20, Tube-type;256;4500;9867 x 2490 x 3100;2;6X2;FR;90;2;6;CBU;India;-;-;-;-;-;-
229;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2528 R  5700 (6X2) MT [E4];6373;MT;D;355;26500;14.573 - 1.000;11.00 - 20, Tube-type;285;5700;12000 x 2490 x 3100;2;6X2;FR;90;2;6;CBU;India;-;20;-;-;-;-
230;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2528 R  5700 M-CAB (6X2) MT [E4];6373;MT;D;355;26500;14.573 - 1.000;11.00 - 20, Tube-type;285;5700;12000 x 2490 x 3100;2;6X2;FR;90;2;6;CBU;India;-;-;-;-;-;-
231;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2528 R  5700 M-CAB (6X4) MT [E4];6373;MT;D;355;26500;14.573 - 1.000;11.00 - 20, Tube-type;285;5700;12000 x 2490 x 3100;2;6X4;FR;90;2;6;CBU;India;-;-;-;-;-;-
232;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;Axor 2528 R  5700 (6X4) MT [E4];6373;MT;D;355;26500;14.573 - 1.000;11.00 - 20, Tube-type;285;5700;12000 x 2490 x 3100;2;6X4;FR;90;2;6;CBU;India;-;4;-;-;-;-
233;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;OF 917 (4X2) 4250 MT [E4];3900;MT;D;200;10400;5.400 - 0.711;235/75 R 17.5;170;4250;7447 x 2199;-;4X2;FR;110;-;4;CBU;India;-;-;-;-;-;5
234;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;OF 917 MT (WB 5300);3900;MT;D;200;10400;5.400 - 0.711;235/75 R 17.5;170;5300;8606 x 2199;-;4X2;FR;110;-;4;CBU;India;-;-;-;-;-;-
235;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;OF 917 AT (WB 5300);3900;AT;D;200;10400;3.100 - 0.610;235/75 R 17.5;170;5300;8606 x 2199;-;4X2;FR;110;-;4;CBU;India;-;-;-;-;-;-
236;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;OF 917 (4X2) 5300 MT [E4];3900;MT;D;200;10400;5.400 - 0.711;235/75 R 17.5;170;5300;8606 x 2199;-;4X2;FR;110;-;4;CBU;India;-;-;-;-;25;10
237;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;OF 1623;6374;MT;D;380;16000;6.700 - 0.730;11.00 R 22.5;235;5950;11650 x 2480;-;4X2;FR;110;-;4;CBU;India;-;-;-;-;-;-
238;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;OF 1623 L [E4];6374;MT;D;380;16000;6.700 - 0.730;11.00 R 22.5;238;5950;11765 x 2500;-;4X2;FR;110;-;4;CBU;India;-;-;-;-;1;29
239;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;O 500 U 1626 AT [E5];7200;AT;D;210;16000;3.36 - 0.62;295 / 80 R 22.5;256;5950;11787 x 2464;-;4X2;RR;100;-;4;CBU;Brazil;-;-;-;-;-;-
240;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;O 500 U 1726;6374;AT;D;210;17000;3.36 - 0.62;295 / 80 R 22.5;260;5950;11786 x 2472;-;4X2;RR;60;-;4;CBU;Brazil;-;-;-;-;-;-
241;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;O 500 RSD 2445 MAXI (6X2) AT;12816;AT;D;300;24100;12.924 - 0.772;295 / 80 R 22.5;449;6300;13095 x 2500;-;6X2;RR;120;-;6;CBU;Brazil;-;-;-;-;5;-
242;CBU IMPORT;PT DAIMLER COMMERCIAL VEHICLES INDONESIA;MERSEDES-BENZ CV;O 500 RSD 2445 DD (6X2) AT;12816;AT;D;300;24100;12.924 - 0.772;295 / 80 R 22.5;449;6800;13225 x 2500;-;6X2;RR;120;-;6;CBU;Brazil;-;-;-;-;5;-
243;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;A 200 Progressive ( W177);1332;AT;G;43;1885;7;225/45 R18;163;2729;4,419 x 1,992 x 1,440;5;4X2;FF;-;5;4;CBU;-;-;-;-;-;-;-
244;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;AMG CLA 45 S (C118);0;-;-;0;-;-;-;-;-;-;5;4X2;FF;-;4;4;CBU;-;-;-;-;12;-;-
245;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;Maybach S 580 (Z223)*;0;AT;G;0;-;-;-;-;-;-;4;4X4;4WD;-;4;4;CBU;-;-;-;1;1;-;-
246;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;CLE 300;1999;AT;G;0;-;-;-;-;-;-;4;4X4;4WD;-;4;4;CBU;-;-;-;-;-;-;1
247;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;AMG G 63;3982;AT;G;100;3200;9;-;585;2890;4,873 x 2,187 x 1,969;5;4X4;4WD;-;5;4;CBU;-;-;-;-;2;-;2
248;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;G 500;2999;AT;G;100;3200;9;-;330;2890;4,825 x 1,973 x 1,913;5;4X4;4WD;-;5;4;CBU;-;-;-;-;1;-;6
249;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;GLS 450 (X167)*;2999;AT;G;0;-;9;-;-;-;-;7;4X2;FR;-;5;4;CBU;-;-;-;-;-;-;-
250;CBU IMPORT;PT MERSEDES-BENZ INDONESIA;MERSEDES-BENZ PC;GLA 200 Progressive Line ( H247);1332;AT;G;0;-;7;-;-;-;-;4;4X2;FR;-;5;4;CBU;-;-;-;-;-;-;-
