NO;JENIS;IMPORTER;BRAND;MODEL;CC;TRANS;FUEL;TANK;GVW;GEAR RATIO;WHEEL & TYRE SIZE;PS/HP;WHEEL BASE;DIMENSION;SEATER;DRIVE SYS;DRIVE SYS2;SPEED;DOOR;WHEELS;CBU/CKD/COMP;ORIGIN COUNTRY;JANUARY;FEBRUARY;MARCH;APRIL;MAY;JUNE
1;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;ALL NEW CITY;1500;CVT;G;40;-;-;16 x 6J;120;2600;4442 x 1694 x 1477;-;4X2;FF;-;4;4;CBU;Thailand;-;-;-;-;-;-
2;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;ALL NEW CIVIC;1500;CVT;G;0;-;-;-;-;-;-;-;0;-;-;-;-;CBU;Thailand;-;-;-;-;-;-
3;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;NEW CIVIC;1,5;CVT;HYBRID;0;-;-;-;-;-;-;-;0;-;-;-;-;CBU;Thailand;-;-;-;-;30;60
4;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;CIVIC TYPE R;2000;MT;G;0;-;-;-;-;-;-;-;4X2;-;-;5;4;CBU;UK;-;-;1;-;-;-
5;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;New ACCORD VTi-L;1500;CVT;G;56;1560;-;-;190;2830;4894 x 1862 x 1450;-;4X2;FF;-;4;4;CBU;Thailand;-;-;-;-;-;-
6;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;New ACCORD HEV;2000;CVT;HYBRID;-;-;-;-;207;2830;4962 x 1862 x 1449;-;4X2;FF;-;4;4;CBU;Thailand;-;-;-;-;-;-
7;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;E:N1;0;CVT;BEV;0;-;-;-;204;2610;4380 X 1790 X 1592;-;4X2;-;-;4;4;CBU;China;-;-;60;-;-;60
8;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;All New CR-V 1.5 T;1500;CVT;G;0;-;-;19 x 7,5J;190;2701;4691 x 1866 x 1681;-;4X2;FF;-;5;4;CBU;-;30;30;30;-;90;-
9;CBU IMPORT;PT. HONDA PROSPECT MOTOR;HONDA;All New CR-V 2.0 e:HEV;2000;CVT;HYBRID;58;-;-;18 x 7,5J;155;2660;4586 x 1855 x 1679;-;4X2;FF;-;5;4;CBU;-;-;-;-;-;90;-
10;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Vios 1.5 G Cvt Fmc;1496;CVT;G;40;1080;5;205/50 R17;109 / 6000;2620;4410X1740X1480;5;4X2;FF;5;4;4;CBU;Thailand;17;27;2;1;21;3
11;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;All New Corolla Altis 1.8 V AT 2023;1798;AT;G;50;1270;5;225/45 R17;151 / 6400;2700;4630X1780X1435;5;4X2;FF;6;4;4;CBU;Thailand;-;1;2;3;7;4
12;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;All New Corolla Altis 1.8 Hev Cvt 2023;1798;CVT;HYBRID;43;1270;5;225/45 R17;151 / 6400;2700;4630X1780X1455;5;4X2;FF;6;4;4;CBU;Thailand;-;1;1;1;4;6
13;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Prius 1.8 Hev 2023;1798;CVT;HYBRID;45;1420;3267;195/65 R15;73 / 5200;2700;4460X1745X1480;5;4X2;FF;5;4;4;CBU;Japan;-;-;-;-;-;-
14;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;All New Camry 2.5 V 2021;2494;AT;G;70;1465;3815;235/45 R17;181 / 6000;2775;4885X1840X1445;5;4X2;FF;5;4;4;CBU;Thailand;-;1;-;-;-;-
15;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;All New Camry 2.5 Hev 2021;2494;AT;HYBRID;70;1465;3815;235/45 R17;181 / 6000;2775;4885X1840X1445;5;4X2;FF;5;4;4;CBU;Thailand;-;5;8;25;40;24
16;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;GR 86 AT;2387;AT;G;50;-;-;215/40 R18;147 / 6.800;2575;4265X1775X1310;5;4X2;RR;6;4;4;CBU;Japan;-;1;-;-;-;1
17;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;GR 86 AT;2387;AT;G;50;-;-;215/40 R18;147 / 6.800;2575;4265X1775X1310;5;4X2;RR;6;4;4;CBU;Japan;-;5;-;1;1;5
18;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;GR Supra 3.0 AT;2998;AT;G;50;-;-;255/35 R19;-;2470;4380X1855X1299;2;4X2;RR;8;2;4;CBU;Japan;1;-;1;2;-;-
19;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Voxy 2.0 Cvt;1986;CVT;G;52;2205;-;205/55 R17;158 / 6200;2850;4695X1730X1855;7;4X2;FF;5;5;4;CBU;Japan;-;272;164;313;5;-
20;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Alphard 2.5 G Cvt;2494;CVT;G;65;1920;5791;225/55 R19;170 / 6000;3000;5010X1850X1945;7;4X2;FF;5;5;4;CBU;Japan;-;192;86;75;46;40
21;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Alphard 2.5 Hev Cvt;2487;CVT;HYBRID;65;1920;5791;225/65 R18;170 / 6000;3000;5010X1850X1945;7;4X2;FF;5;5;4;CBU;Japan;329;442;432;201;111;132
22;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Vellfire 2.5 G Cvt;2494;CVT;G;65;1905;5791;235/50 R18;170 / 6000;3000;5010X1850X1945;7;4X2;FF;5;5;4;CBU;Japan;37;136;59;100;29;12
23;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Vellfire 2.5 Vip Hev Cvt;2494;CVT;HYBRID;65;1905;5791;225/60 R17;170 / 6000;3000;5010X1850X1945;7;4X2;FF;5;5;4;CBU;Japan;-;-;-;-;-;-
24;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Corolla Cross 1.8 AT Hev;1798;AT;HYBRID;36;-;-;225/50 R18;-;2640;4460X1825X1620;5;4X2;FF;7;5;4;CBU;Thailand;-;7;15;5;9;8
25;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Corolla Cross 1.8 AT Hev Gr Sport;1798;AT;HYBRID;36;-;-;225/50 R18;-;2640;4460X1825X1620;5;4X2;FF;7;5;4;CBU;Thailand;-;5;11;11;5;3
26;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Land Cruiser 300 Gr-S;3346;AT;D;110;-;-;265/55 R18;305 / 4000;2850;4965X1990X1945;7;4X2;AWD;-;5;4;CBU;Japan;16;42;61;7;18;34
27;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Land Cruiser 300 Vx-R;3346;AT;D;110;-;-;265/55 R20;305 / 4000;2850;4985X1980X1945;7;4X2;AWD;-;5;4;CBU;Japan;12;39;37;7;21;44
28;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Bz4X Ev;0;AT;BEV;-;-;-;235/60 R18;-;2850;4690X1860X1600;5;4X2;FF;-;4;4;CBU;Japan;-;-;-;1;-;2
29;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Gr Yaris 1.6;1618;MT;G;42;1075;4237;225/40R18;261 / 6500;2560;3,995X1,805X1,455;5;4X2;FF;4;5;4;CBU;Japan;-;-;1;1;-;-
30;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Gr Yaris 1.6 AT;1618;AT;G;42;1075;4237;225/40R18;261 / 6500;2560;3,995X1,805X1,455;5;4X2;FF;4;5;4;CBU;Japan;-;6;6;2;1;1
31;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Ace Commuter Hi Grade;2494;MT;D;70;2145;-;195/R15;102 / 3600;3110;5380X1880X2285;16;4X2;RR;5;4;4;CBU;Thailand;305;1117;44;82;186;236
32;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Ace 2.8 Premio;2755;MT;D;70;2145;-;195/R15;102 / 3600;3110;5380X1880X2285;16;4X2;RR;5;4;4;CBU;Thailand;78;352;353;272;66;315
33;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hilux 2.0 PU Scab;1998;M/T;D;65;1265;-;205 / 70 R15;136 / 5600;2750;4800X1760X1680;2;4X2;RR;5;2;4;CBU;Thailand;-;-;-;-;-;-
34;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hilux 2.4 PU Scab;2394;M/T;D;65;1490;-;255 / 70 R15C;102 / 3600;2750;4800X1760X1680;2;4X2;RR;5;2;4;CBU;Thailand;-;-;-;-;-;-
35;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hilux 2.4 PU Scab 4X4;2394;M/T;D;70;1880;-;255 / 70 R15C;144 / 3400;3085;5260X1835X1850;4;4X4;RR;5;4;4;CBU;Thailand;144;145;94;90;122;135
36;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hilux 2.4 PU Dcab E 4X4;2394;M/T;D;70;1880;-;255 / 70 R15C;144 / 3400;3085;5260X1835X1850;4;4X4;RR;5;4;4;CBU;Thailand;83;138;133;87;122;95
37;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hilux 2.4 PU Dcab G 4X4;2394;M/T;D;70;1880;-;255 / 70 R15C;144 / 3400;3085;5260X1835X1850;4;4X4;RR;5;4;4;CBU;Thailand;457;780;937;783;517;613
38;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hilux 2.4 PU Dcab V 4X4;2394;M/T;D;70;1880;-;255 / 70 R15C;144 / 3400;3085;5260X1835X1850;4;4X4;RR;5;4;4;CBU;Thailand;182;249;215;221;221;233
39;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga Mb Cab-Chassis 2.0 Std;1998;M/T;G;-;-;-;195R14C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;1;3;2;1;2;2
40;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU Cab-Chassis 2.0 Std;1998;M/T;G;-;-;-;195R14C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;6;13;7;8;17;1
41;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU 2.0 Std;1998;M/T;G;-;-;-;195R14C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;133;144;146;234;194;134
42;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU 2.0 High;1998;M/T;G;-;-;-;215 / 65 R16C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;22;97;190;37;71;60
43;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU Cab-Chassis 2.4 Dsl Std;2393;M/T;D;-;-;-;195R14C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;18;10;5;2;6;4
44;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU Dsl 2.4 Std;2393;M/T;D;-;-;-;195R14C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;104;39;1;23;68;35
45;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU Cab-Chassis 2.4 Dsl High AT;2393;A/T;D;-;-;-;215 / 65 R16C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;-;-;-;2;2;1
46;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU 2.4 Dsl High;2393;M/T;D;-;-;-;215 / 65 R16C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;8;48;73;25;19;8
47;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga PU 2.4 Dsl High AT;2393;A/T;D;-;-;-;215 / 65 R16C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;38;60;9;32;28;20
48;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga Mb Cab-Chassis 2.4 Dsl Std;2393;M/T;D;-;-;-;195R14C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;2;9;11;7;5;1
49;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;TOYOTA;Hi-Lux Rangga Mb Cab-Chassis 2.4 Dsl High AT;2393;A/T;D;-;-;-;215 / 65 R16C;-;2750;4970X1785X1740;2;4X2;RR;5;2;4;CBU;Thailand;-;-;-;-;10;5
50;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;ES 300h;2494;AT;HYBRID;65;1740;-;215 / 55 R17;202 / 5700;2820;4975X1865X1445;5;4X2;FF;-;4;4;CBU;Japan;-;4;5;5;1;5
51;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LC 500h;3456;AT;HYBRID;66;2870;-;275 / 35 R21;471 / 7100;2870;4770X1920X1345;4;4X2;FF;-;2;4;CBU;Japan;-;-;1;-;-;-
52;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LM 350h 4 Seater;2487;CVT;HYBRID;60;2305;-;225 / 55 R19;297/6600;3000;5125X1890X1940;4;4X2;FF;8;4;4;CBU;Japan;-;1;10;5;10;28
53;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LM 350h 7 Seater;2487;CVT;HYBRID;60;2295;-;225 / 55 R19;297/6600;3000;5125X1890X1940;7;4X2;FF;8;4;4;CBU;Japan;32;86;168;150;136;240
54;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LM 500h 4 Seater;2393;AT;HEV;60;2905;-;-;271/6000;3000;5125X1890X1940;4;4X4;AWD;-;4;4;CBU;Japan;-;-;2;2;2;3
55;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LBX Luxury 1.5 CVT HEV;1490;CVT;HYBRID;-;1755;-;225 / 55 R18;-;2580;4190X1825X1550;5;4X2;FF;-;4;4;CBU;Japan;-;3;6;7;3;2
56;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LBX Sport 1.5 CVT HEV;1490;CVT;HYBRID;-;1755;-;225 / 55 R18;-;2580;4190X1825X1550;5;4X2;FF;-;4;4;CBU;Japan;-;2;-;-;2;2
57;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;NX 350h;2487;AT;HYBRID;60;1810;-;235 / 50 R20;235 / 4000;2690;4660X1865X1670;5;4X2;FF;-;4;4;CBU;Japan;-;4;7;7;6;12
58;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;RX 350h Luxury HEV;2487;AT;HYBRID;-;1995;-;235 / 50 R21;-;2850;4890x1920x1695;5;4X2;FF;-;4;4;CBU;Japan;-;24;46;43;31;58
59;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;RX 450h+ Luxury PHEV;2487;AT;PHEV;-;2220;-;235 / 50 R21;-;2850;4890x1920x1695;5;4X4;AWD;-;4;4;CBU;Japan;-;4;4;4;5;7
60;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;RX 500h;2393;AT;HYBRID;-;2160;-;235 / 50 R21;-;2850;4890x1920x1695;5;4X4;AWD;-;4;4;CBU;Japan;-;3;1;3;2;-
61;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LX 600;3445;AT;G;-;2680;-;265 / 50 R22;-;2850;5100X1990X1895;7;4X4;AWD;-;4;4;CBU;Japan;7;-;2;9;-;-
62;CBU IMPORT;PT. TOYOTA ASTRA MOTOR;LEXUS;LX 700H;3445;AT;HYBRID;-;2680;-;265 / 50 R22;-;2850;5100X1990X1895;7;4X4;AWD;-;4;4;CBU;Japan;-;2;-;1;6;13
63;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Ignis GX MT;1197;MT;G;43;1430;4388;185/60 R15;85;2360;3715 X 1680 X 1618;5;4X2;FF;-;4;4;CBU;India;-;-;-;-;-;-
64;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;New Jimny AT;1462;AT;G;40;1435;4300;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;4;4;CBU;Japan;82;26;-;103;40;73
65;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;New Jimny 2TONE MT;1462;MT;G;40;1435;4090;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;4;4;CBU;Japan;-;-;-;-;-;-
66;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;New Jimny 2TONE AT;1462;AT;G;40;1435;4300;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;4;4;CBU;Japan;120;54;-;90;36;37
67;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Jimny 5 Doors At;1462;AT;G;40;1435;4300;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;3;4;CBU;Japan;341;-;-;48;375;12
68;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Jimny 5 Doors Mt;1462;MT;G;40;1435;4090;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;3;4;CBU;Japan;-;-;-;-;-;-
69;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Jimny 5 Doors 2Tone At;1462;AT;G;40;1435;4300;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;3;4;CBU;Japan;208;185;10;62;151;2
70;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Jimny 5 Doors 2Tone Mt;1462;MT;G;40;1435;4090;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;3;4;CBU;Japan;-;-;-;-;-;-
71;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Jimny 5D White Rhino At;1462;AT;G;40;1435;4300;195/80 R15;102;2250;3625 X 1645 X 1720;4;4X4;4WD;-;3;4;CBU;India;-;80;-;19;1;-
72;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;S-Presso Mt;998;MT;G;0;-;-;-;-;-;-;-;4X2;FF;-;-;-;CBU;India;137;30;-;34;20;1
73;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;S-Presso At;998;AT;G;0;-;-;-;-;-;-;-;4X2;FF;-;-;-;CBU;India;332;118;-;52;55;1
74;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;New Baleno;1490;MT;G;51;1650;-;195/55 R15;110;2480;4350 X 1690 X 1545;5;4X2;FF;-;4;4;CBU;India;-;-;-;-;-;-
75;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;New Baleno AT;1490;AT;G;51;1650;-;195/55 R15;110;2480;4350 X 1690 X 1545;5;4X2;FF;-;4;4;CBU;India;958;190;588;220;-;-
76;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Grand Vitara GL AT;1462;AT;G;42;2085;4875;175/70 R13;79;1970;3875 X 1570 X 1915;3;4X2;FR;-;2;4;CBU;India;-;-;-;-;-;-
77;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Grand Vitara GX AT;1462;AT;G;42;2085;4875;175/70 R13;79;1970;3875 X 1570 X 1915;3;4X2;FR;-;2;4;CBU;India;206;62;12;-;60;1
78;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;Grand Vitara 2TONE GX AT;1462;AT;G;42;2085;4875;175/70 R13;79;1970;3875 X 1570 X 1915;3;4X2;FR;-;2;4;CBU;India;185;18;-;-;10;-
79;CBU IMPORT;PT. SUZUKI INDOMOBIL MOTOR;SUZUKI;OTHERS;0;-;G;0;-;-;-;-;-;-;-;0;-;-;-;4;-;-;-;-;-;-;-;-
80;CBU IMPORT;PT. MITSUBISHI MOTORS KRAMA YUDHA INDONESIA;MITSUBISHI MOTORS;TRITON 2.5L DC EXCEED (4X4) MT;2442;MT;D;75;2870;3692;245/65/R17;181;3000;5305 X 1815 X 1780;5;4X4;4WD;0;4;4;CBU;Thailand;34;56;10;-;101;99
81;CBU IMPORT;PT. MITSUBISHI MOTORS KRAMA YUDHA INDONESIA;MITSUBISHI MOTORS;TRITON SU 2.5L HP-E D CAB ULTIMATE (4X4) AT;2442;AT;D;75;2870;4272;265/60 R18;181;3000;5305 X 1815 X 1795;5;4X4;4WD;0;4;4;CBU;Thailand;67;113;50;-;41;153
82;CBU IMPORT;PT. MITSUBISHI MOTORS KRAMA YUDHA INDONESIA;MITSUBISHI MOTORS;TRITON 2.5L DC GLS (4X4) MT;2442;MT;D;75;2850;4090;245/70/R16;136;3000;5225 X 1815 X 1780;5;4X4;4WD;-;4;4;CBU;Thailand;322;657;104;-;277;235
83;CBU IMPORT;PT. MITSUBISHI MOTORS KRAMA YUDHA INDONESIA;MITSUBISHI MOTORS;TRITON 2.5L DC HDX (4X4) MT;2477;MT;D;75;2850;4636;205/R16C 8PR;110;3000;5225 X 1785 X 1775;5;4X4;4WD;-;4;4;CBU;Thailand;465;836;674;169;832;826
84;CBU IMPORT;PT. MITSUBISHI MOTORS KRAMA YUDHA INDONESIA;MITSUBISHI MOTORS;TRITON 2.5L SC HDX (4X4) MT;2477;MT;D;75;2760;4636;205/R16C 8PR;110;3000;5100 X 1815 X1780;2;4X4;4WD;-;2;4;CBU;Thailand;82;248;227;134;302;165
85;CBU IMPORT;PT. MITSUBISHI MOTORS KRAMA YUDHA INDONESIA;MITSUBISHI MOTORS;TRITON 2.5L SC GLX  (4X2) MT;2442;MT;D;75;2760;4090;205R16C 110/80R 8PR;136;3000;5100 X 1815 X 1780;2;4X2;FR;-;2;4;CBU;Thailand;30;25;-;-;-;-
86;CBU IMPORT;PT. ASTRA DAIHATSU MOTOR;DAIHATSU;All New Sirion X CVT  2022;1329;CVT;G;36;980;4267;185/55 R15;95;2500;3895X1735X1525;5;4X2;FF;-;5;4;CBU;Malaysia;-;-;-;-;-;
87;CBU IMPORT;PT. ASTRA DAIHATSU MOTOR;DAIHATSU;All New Sirion R CVT 2022;1329;CVT;G;36;1000;4032;185/55 R15;95;2500;3895X1735X1525;5;4X2;FF;-;5;4;CBU;Malaysia;-;10;10;20;20;20
88;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;218i Gran Coupe;1499;AT;G;50;1905;-;225/45 R17 94Y;140;2670;4526 x 1800 x 1420;-;4X2;FF;-;-;4;CKD;INA;-;-;-;-;-;-
89;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M3 Competition M xDrive T AT;2993;AT;G;59;2370;-;"275/35 ZR19 100Y; 285/30 ZR20 99Y";510;2857;4801 x 1903 x 1446;-;4X4;-;-;-;4;CBU;Germany;-;1;-;-;-;-
90;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M3 CS Limousine RHD AT 62AY;2993;AT;G;59;2245;-;"275/35 ZR19 100Y; 285/30 ZR20 99Y";551;2857;4795 x 1918 x 1438;-;4X4;-;-;-;4;CBU;Germany;-;-;-;-;-;-
91;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M3 Competition M xDrive 22GB AT;2993;AT;G;59;1865;-;-;530;2857;4801 x 1903 x 1446;5;4X4;-;-;5;4;CBU;Germany;-;1;-;-;-;-
92;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M3 Competition M xDrive 32HJ AT;2993;AT;G;59;1780;-;-;530;2857;4801 x 1903 x 1438;5;4X4;-;-;5;4;CBU;Germany;-;3;-;2;1;1
93;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M4 Competition M xDrive C RHD AT;2993;AT;G;59;2345;-;"275/35 ZR19 100Y; 285/30 ZR20 99Y";510;2857;4794 x 1887 x 1395;-;4X4;-;-;-;4;CBU;Germany;-;-;-;-;-;-
94;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;430i Convertible AT;1998;AT;G;0;-;-;-;-;-;4768 x 1852 x 1384;-;4X2;AWD;-;-;4;CBU;-;-;1;4;11;3;12
95;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;430i AT;1998;AT;G;59;1545;-;"R19 93 Y XL, 225/50 R17 98 Y XL;225/50 R17 98 Y XL, 255/35 R19";245;2851;4768 x 1852 x 1383;4;4X2;FR;-;2;4;CBU;Germany;-;-;-;6;-;4
96;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M4 Convertible Competition M xDrive 32HK AT;2993;AT;G;0;-;-;-;-;-;4801 x 1887 x 1398;-;4X4;AWD;-;-;4;CBU;-;-;-;-;6;6;17
97;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M4 Coupe Competition M xDrive 42BA AT;2993;AT;G;0;-;-;-;-;-;4801 x 1887 x 1399;-;4X4;AWD;-;-;4;CBU;-;-;-;1;2;-;1
98;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;CBU M4 CS AT;2993;AT;G;0;1754;-;"275/35 ZR19 100Y;285/30 ZR20 99Y";551;2857;4801 x 1918 x 1399;4;4X4;-;-;2;4;CBU;Germany;-;3;-;-;-;2
99;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;i7 xDrive60 Limousine RHD AT;-;AT;BEV;-;3250;-;"255/45 R20 105Y; 285/40 R20 108Y";544;3215;5181 x 2000 x 1835;-;4X4;-;-;-;4;CBU;Germany;4;2;1;-;-;5
100;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;840i Coupe AT;2998;AT;G;68;2225;-;"245/35 R20 95Y; 275/30 R20 97Y";340;2822;4843x1902x1341;-;4X2;FR;-;-;4;CBU;Germany;-;-;-;-;-;-
101;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;840i Gran Coupe AT;2998;AT;G;68;2435;-;"245/35 R20 95Y; 275/30 R20 97Y";340;3023;5074x1932x1401;-;4X2;FR;-;-;4;CBU;Germany;-;-;-;-;-;-
102;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;Z4 sDrive30i AT;1998;AT;G;52;1740;-;"255/40 ZR18 95Y; 275/40 ZR18 99Y";258;2470;4324x1864x1304;-;4X2;FR;-;2;4;CBU;Germany;-;-;-;-;2;5
103;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;CBU X3 20 xDrive AT 32GP S;1998;AT;G;65;1855;-;"255/45 R20 105Y; 285/40 R20 108Y";190;2865;4755 x 1920 x 1660;5;4X4;-;-;5;4;CBU;USA;-;1;-;-;23;7
104;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;X6 xDrive40i M Sport AT;2998;AT;G;83;2885;-;"275/40 R21 107Y; 315/35 R21 111Y";381;2975;4960 x 2004 x 1700;5;4X4;-;-;5;4;CBU;USA;-;2;-;1;8;7
